user_id,archetype,preferred_categories,issue_count_log_norm,pr_count_log_norm,push_count_log_norm,repo_diversity_log_norm,label_diversity_log_norm,sprint_velocity_log_norm,activity_score_log_norm,collab_density_norm,recency_weight_norm,pr_ratio_norm,issue_ratio_norm
u01603,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",0.5138794699983226,0.06409119580095286,0.06005555689188178,0.2822875170267899,0.5687879317944983,0.597153458210482,0.33705022660600337,0.632,0.89875,0.06312165263963274,0.8666762043491831
u05581,ml_researcher,"Research,Open Source",0.27271185923968594,0.1887650926906708,0.565323593271962,0.4135437376734581,0.2135919657513672,0.0,0.48334212238634217,0.404,0.60875,0.08995020067383454,0.14095508253517988
u05459,scrum_team_member,"Agile/Scrum,Release Management",0.5867213711789199,0.4112221482107896,0.4159331239825868,0.13125622064666825,0.3385352561712346,0.561170246466049,0.5568498694355116,0.506,0.8912500000000001,0.23459106833648774,0.5120174799708667
u04165,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",0.7350686408887641,0.534214642328326,0.385328668133662,0.1781035935540111,0.3710018957004516,0.8213972824280574,0.6825373751668091,0.909,0.8712500000000001,0.2625860749808722,0.6201831906317022
u07796,scrum_team_member,"Agile/Scrum,Release Management",0.6031027229918174,0.39917679260237743,0.6515077934553057,0.1781035935540111,0.3022406410828671,0.4743827012794018,0.6825373751668091,0.567,0.55875,0.13389935088975,0.3372882550572093
u05112,ml_researcher,"Research,Open Source",0.19192142381103816,0.21851385860206296,0.4426191953458961,0.1781035935540111,0.15740992994908426,0.09306959603198713,0.35962206406548236,0.217,0.6662499999999999,0.1790009837140671,0.14354088321417421
u06700,kanban_ops,"Kanban,Customer Support,Bug Triage",0.248846650646719,0.1138041894439478,0.1768790958198564,0.13125622064666825,0.4518489373709566,0.09306959603198713,0.1649834259049733,0.48,0.6275,0.19609793420045907,0.4475340755384455
u04531,ml_researcher,"Research,Open Source",0.15700475596961694,0.1887650926906708,0.7867877110981251,0.1781035935540111,0.2135919657513672,0.09306959603198713,0.7100766552909528,0.302,0.605,0.03517736158699533,0.026055591494649092
u09223,kanban_ops,"Kanban,Customer Support,Bug Triage",0.3645537539167879,0.1138041894439478,0.1446991103122789,0.1781035935540111,0.3022406410828671,0.16525998315260776,0.2318675156508792,0.769,0.39749999999999996,0.14860640507159253,0.6348430122230976
u01241,oss_contributor,"Open Source,Research",0.15700475596961694,0.6130002714401539,0.5187408843572339,0.7124143742160446,0.0,0.16525998315260776,0.5824917129524867,0.461,0.21874999999999997,0.5665318614056181,0.04528045741238957
u05250,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",0.248846650646719,0.42264951504616805,0.565323593271962,0.8500153412021979,0.3022406410828671,0.4743827012794018,0.5321252189218972,0.322,0.80875,0.2741492298992049,0.10081895895252872
u05045,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",0.5499092112482847,0.1544226628011101,0.10663826580661001,0.33384968590688213,0.6770705123424691,0.4203381233792609,0.39335946914372827,0.988,0.6312499999999999,0.10301453710788064,0.8215378212464884
u00147,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",0.6669448226248319,0.1138041894439478,0.1446991103122789,0.5548776880581419,0.5845938614518187,0.6986265254969775,0.5088787062207163,0.945,0.6625,0.047291142930010556,0.89687081436119
u02263,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",0.7035582023910347,0.06409119580095286,0.1768790958198564,0.37677409450413063,0.5687879317944983,0.4743827012794018,0.546540732057189,0.959,0.7175,0.025778998228715766,0.9148179240966757
u05451,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",0.3645537539167879,0.34318775549178093,0.22934266373267606,0.1781035935540111,0.47468516594419263,0.541557244467138,0.34479445793771457,0.901,0.98,0.38347360367253247,0.4025910966916065
u05346,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",0.4802608571868569,0.2447541298012674,0.48068003985156504,0.2520232636352434,0.4518489373709566,0.6986265254969775,0.4921366081251302,0.935,0.9125,0.12284828757796999,0.3983518179204971
u04259,kanban_ops,"Kanban,Customer Support,Bug Triage",0.27271185923968594,0.1887650926906708,0.385328668133662,0.2177124829732102,0.4271839315027345,0.22424382421757544,0.32906767418797517,0.692,0.72625,0.16821581064738259,0.26240430152278466
u05360,oss_contributor,"Open Source,Research",0.11570710327006893,0.8561687375381062,0.4426191953458961,0.5548776880581419,0.0,0.22424382421757544,0.7561259654569207,0.477,0.305,0.8863657230298392,0.01490905307365613
u01721,scrum_team_member,"Agile/Scrum,Release Management",0.7520648595685907,0.3585583192452152,0.6956199801770901,0.30935981420067943,0.4518489373709566,0.561170246466049,0.7742318574480024,0.574,0.6837499999999999,0.07476646825654126,0.46829991764380147
u03229,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",0.521558509886405,0.608209015599965,0.6747268887582198,0.5739196700812325,0.2610932001928254,0.448487648435151,0.7263517640899301,0.362,0.6725,0.3150529071613343,0.19267109611506653
u08478,kanban_ops,"Kanban,Customer Support,Bug Triage",0.543147217077726,0.21851385860206296,0.251337376118889,0.13125622064666825,0.2135919657513672,0.4203381233792609,0.42878886796198395,0.647,0.42,0.13539137087921227,0.6914495618697778
u08262,ml_researcher,"Research,Open Source",0.27271185923968594,0.2894605125270586,0.28939822062455783,0.5645750340535797,0.08864867533149988,0.16525998315260776,0.30353109035360104,0.298,0.5625,0.3385725215870587,0.2909315219168512
u03462,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",0.4513053224006239,0.34318775549178093,0.6420886007858462,0.07391967008123235,0.6276612342210827,0.8127696923885914,0.6167496535040788,0.71,0.7087499999999999,0.1296097934200459,0.21109492595290116
u09136,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",0.31400951193923393,0.46326798840333044,0.5300277784459408,0.5000000000000001,0.3385352561712346,0.22424382421757544,0.5321252189218972,0.455,0.66,0.3358193894636461,0.1456769794272565
u01995,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",0.19192142381103816,0.34318775549178093,0.6774557732228403,0.5447999583201264,0.15740992994908426,0.2741139512550668,0.6085998999947252,0.386,0.7487499999999999,0.13389935088975,0.051619839722182134
u03286,kanban_ops,"Kanban,Customer Support,Bug Triage",0.5138794699983226,0.1544226628011101,0.28939822062455783,0.2520232636352434,0.3385352561712346,0.16525998315260776,0.4057147796501427,0.625,0.55625,0.09794877400080153,0.6594081186735438
u03463,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",0.5361771292013658,0.1138041894439478,0.27123401367030786,0.2177124829732102,0.49594518612031885,0.4743827012794018,0.41167854768362033,0.987,0.995,0.0708528318001459,0.7159649916641058
u08498,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",0.3489261797806551,0.6439309224036448,0.6956199801770901,0.5000000000000001,0.47468516594419263,0.4743827012794018,0.7263517640899301,0.625,0.7150000000000001,0.3729473426708097,0.08037346662731265
u07617,oss_contributor,"Open Source,Research",0.22216761726213186,0.7744219855445118,0.3740417740449549,0.5645750340535797,0.08864867533149988,0.16525998315260776,0.6697768117223469,0.348,0.18124999999999994,0.8530909185221687,0.0486113193039755
u07675,kanban_ops,"Kanban,Customer Support,Bug Triage",0.248846650646719,0.2894605125270586,0.3061076712465602,0.2177124829732102,0.49594518612031885,0.448487648435151,0.30353109035360104,0.613,0.7125,0.3385725215870587,0.25408386224118196
u06028,scrum_team_member,"Agile/Scrum,Release Management",0.6183788463470724,0.5054282313035192,0.4662773164444143,0.2822875170267899,0.15740992994908426,0.448487648435151,0.6220439695938688,0.71,0.7699999999999998,0.28972409162593876,0.45937796614848203
u07190,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",0.521558509886405,0.1138041894439478,0.20475466720416066,0.2822875170267899,0.40037154363593996,0.4743827012794018,0.3803861417060303,0.652,0.8975,0.08061853179237304,0.7563756441358311
u08589,kanban_ops,"Kanban,Customer Support,Bug Triage",0.6504641025353537,0.1887650926906708,0.34945377751643963,0.07391967008123235,0.4518489373709566,0.38950380737018336,0.5394330960982237,0.513,0.57375,0.0715497268230654,0.7372552870024224
u05136,oss_contributor,"Open Source,Research",0.15700475596961694,0.38644276624520135,0.42521272675124583,0.6781035935540113,0.3385352561712346,0.38950380737018336,0.3996106748622493,0.59,0.77125,0.3858323847201746,0.09680726606454494
u04958,solo_hacker,"Kanban,Open Source,Research",0.11570710327006893,0.1138041894439478,0.6109764267566932,0.5645750340535797,0.15740992994908426,0.2741139512550668,0.5006426975204731,0.065,0.5425,0.0489520488667578,0.046891284064877845
u07093,kanban_ops,"Kanban,Customer Support,Bug Triage",0.2943005664310069,0.1138041894439478,0.3740417740449549,0.07391967008123235,0.3385352561712346,0.3554180524031638,0.31232557609238903,0.647,0.5525,0.1066828483233517,0.31634370100351966
u03035,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",0.6896147251044761,0.2447541298012674,0.251337376118889,0.30935981420067943,0.7095371518716862,0.4983577754726423,0.5601971737387715,0.615,0.9487499999999999,0.09334353481254781,0.813498331862706
u06293,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",0.4180981719781129,0.5931841226836433,0.5128600253591425,0.1781035935540111,0.3710018957004516,0.597153458210482,0.6058254084755974,0.934,0.7037499999999999,0.4707228635108612,0.18679683152909027
u06488,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",0.5690623037589541,0.2894605125270586,0.4426191953458961,0.1781035935540111,0.47468516594419263,0.8901641936533407,0.5283926007947917,0.9,0.7225,0.1374319276295063,0.5271900457196717
u01185,scrum_team_member,"Agile/Scrum,Release Management",0.7035582023910347,0.3585583192452152,0.5300277784459408,0.2177124829732102,0.2135919657513672,0.3554180524031638,0.6631531544190834,0.842,0.57625,0.1168903230098799,0.5793045106829583
u00516,kanban_ops,"Kanban,Customer Support,Bug Triage",0.4297166152093029,0.2894605125270586,0.251337376118889,0.13125622064666825,0.40037154363593996,0.16525998315260776,0.3667297000244477,0.452,0.5099999999999999,0.2625860749808722,0.5120174799708667
u04749,solo_hacker,"Kanban,Open Source,Research",0.11570710327006893,0.3088453256022203,0.4062217595525324,0.4301268571892546,0.0,0.22424382421757544,0.34479445793771457,0.144,0.19249999999999995,0.3190002550369803,0.08994428732229169
u01062,scrum_team_member,"Agile/Scrum,Release Management",0.7942703691260908,0.1887650926906708,0.500576677402984,0.2177124829732102,0.2135919657513672,0.561170246466049,0.704416522003197,0.892,0.51625,0.036033891580945894,0.7451130456228782
u02919,oss_contributor,"Open Source,Research",0.4058514066163359,0.4112221482107896,0.3359809295392861,0.4457043035183841,0.2135919657513672,0.09306959603198713,0.43425038514309944,0.389,0.5499999999999999,0.3814159436096957,0.3473790005689402
u01400,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",0.4297166152093029,0.38644276624520135,0.6980905023700339,0.4135437376734581,0.4518489373709566,0.31731342024956255,0.667587663842995,0.617,0.6762499999999999,0.1330194416651953,0.1548786246528417
u08487,scrum_team_member,"Agile/Scrum,Release Management",0.4613740903774554,0.268226852245058,0.5187408843572339,0.13125622064666825,0.3385352561712346,0.4203381233792609,0.5129006857656782,0.636,0.73625,0.1296097934200459,0.3346881177817084
u08310,solo_hacker,"Kanban,Open Source,Research",0.19192142381103816,0.06409119580095286,0.6880279911980282,0.2520232636352434,0.08864867533149988,0.16525998315260776,0.5914895797163617,0.107,0.60375,0.021088919962360057,0.05544532904705695
u03002,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",0.33213998428030134,0.38644276624520135,0.3740417740449549,0.2520232636352434,0.47468516594419263,0.7226015996902179,0.41167854768362033,0.966,0.8549999999999999,0.36773011156385116,0.26008231846745367
u05002,oss_contributor,"Open Source,Research",0.3645537539167879,0.3266776250090695,0.22934266373267606,0.5739196700812325,0.2135919657513672,0.09306959603198713,0.33705022660600337,0.26,0.6387499999999998,0.3623182861514919,0.4152923733222349
u03205,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",0.4976933012934379,0.06409119580095286,0.06005555689188178,0.33384968590688213,0.47468516594419263,0.4203381233792609,0.32083166548773184,0.662,0.4724999999999999,0.06755419535832695,0.855928970277113
u05880,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",0.6546980572630549,0.1887650926906708,0.0,0.2520232636352434,0.47468516594419263,0.448487648435151,0.4921366081251302,0.669,0.43125,0.08678692308689843,0.9054755409144536
u07142,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",0.4407680744577572,0.1544226628011101,0.06005555689188178,0.5343107806620334,0.7389067998071746,0.6986265254969775,0.2849937429878654,0.68,0.7687499999999999,0.16029662762639046,0.7501100501828833
u05857,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",0.5138794699983226,0.5129809820463254,0.3740417740449549,0.13125622064666825,0.3710018957004516,0.6445819475968364,0.5430112560580921,0.977,0.8399999999999999,0.4103374989373459,0.3830506711060243
u06401,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",0.521558509886405,0.21851385860206296,0.251337376118889,0.13125622064666825,0.4271839315027345,0.3554180524031638,0.41167854768362033,0.743,0.435,0.14507215174107221,0.667977341853932
u04172,kanban_ops,"Kanban,Customer Support,Bug Triage",0.27271185923968594,0.1887650926906708,0.42521272675124583,0.1781035935540111,0.3710018957004516,0.16525998315260776,0.35962206406548236,0.446,0.655,0.14860640507159253,0.2319752664357804
u02059,solo_hacker,"Kanban,Open Source,Research",0.0,0.21851385860206296,0.5606322342948658,0.5000000000000001,0.15740992994908426,0.22424382421757544,0.44997716889283873,0.216,0.10624999999999996,0.12429074215761284,0.01678493392987202
u05616,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",0.6183788463470724,0.472362508689163,0.49415288782871863,0.33384968590688213,0.3385352561712346,0.733954183920546,0.6220439695938688,0.792,0.6462499999999999,0.2463032649938323,0.45937796614848203
u06296,oss_contributor,"Open Source,Research",0.27271185923968594,0.5714317548103368,0.36210957283074785,0.5233751230111757,0.0,0.31731342024956255,0.5006426975204731,0.379,0.38749999999999996,0.6418954682855244,0.13145968332051217
u08168,scrum_team_member,"Agile/Scrum,Release Management",0.4513053224006239,0.34318775549178093,0.6956199801770901,0.2822875170267899,0.5158326068342344,0.5206780355557716,0.6631531544190834,0.851,0.6025,0.10763979907521372,0.17558232641040833
u06602,scrum_team_member,"Agile/Scrum,Release Management",0.4407680744577572,0.39917679260237743,0.614671331866338,0.13125622064666825,0.2610932001928254,0.4743827012794018,0.6030209218724086,0.784,0.9149999999999999,0.1836770727359863,0.21156733184617899
u05069,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",0.4407680744577572,0.5129809820463254,0.4662773164444143,0.1781035935540111,0.5158326068342344,0.3554180524031638,0.550022831107161,0.935,0.7175,0.39915631009739655,0.26105504109874095
u00526,solo_hacker,"Kanban,Open Source,Research",0.19192142381103816,0.1544226628011101,0.27123401367030786,0.3958160765272213,0.15740992994908426,0.31731342024956255,0.2071428651372648,0.195,0.6575,0.22059356501429547,0.2676593158059022
u00143,solo_hacker,"Kanban,Open Source,Research",0.15700475596961694,0.2894605125270586,0.7647929987119122,0.5343107806620334,0.08864867533149988,0.22424382421757544,0.6927117177984193,0.296,0.7450000000000001,0.0708528318001459,0.028142011051613177
u09709,oss_contributor,"Open Source,Research",0.248846650646719,0.520286056488109,0.500576677402984,0.6000726490251356,0.6139635093873073,0.09306959603198713,0.5283926007947917,0.393,0.6687499999999998,0.4503172960079211,0.10235820475313212
u04343,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",0.15700475596961694,0.5129809820463254,0.6575591356714214,0.5916473312274693,0.40037154363593996,0.541557244467138,0.6297882009255799,0.548,0.6337499999999998,0.2915512056178839,0.037011015636991856
